Customer ID,Quarter,Customer Status,Churn Label,Churn Value,Churn Category,Churn Reason
6122-EFVKN,Q3,Stayed,No,0,,
2805-EDJPQ,Q3,Stayed,No,0,,
6862-CQUMB,Q3,Stayed,No,0,,
7156-MXBJE,Q3,Stayed,No,0,,
6158-HDPXZ,Q3,Joined,No,0,,
2863-IMQDR,Q3,Stayed,No,0,,
5686-CMAWK,Q3,Stayed,No,0,,
5651-CRHKQ,Q3,Stayed,No,0,,
6583-SZVGP,Q3,Stayed,No,0,,
1708-PBBOA,Q3,Stayed,No,0,,
8782-LKFPK,Q3,Stayed,No,0,,
5522-JBWMO,Q3,Joined,No,0,,
3597-MVHJT,Q3,Stayed,No,0,,
9967-ATRFS,Q3,Stayed,No,0,,
2977-CEBSX,Q3,Stayed,No,0,,
5876-QMYLD,Q3,Stayed,No,0,,
2277-AXSDC,Q3,Stayed,No,0,,
9442-JTWDL,Q3,Stayed,No,0,,
3067-SVMTC,Q3,Stayed,No,0,,
5495-GPSRW,Q3,Stayed,No,0,,
7606-BPHHN,Q3,Stayed,No,0,,
4742-DRORA,Q3,Stayed,No,0,,
4163-NCJAK,Q3,Stayed,No,0,,
5233-AOZUF,Q3,Stayed,No,0,,
5973-EJGDP,Q3,Stayed,No,0,,
7916-VCCPB,Q3,Stayed,No,0,,
4686-GEFRM,Q3,Stayed,No,0,,
5249-QYHEX,Q3,Stayed,No,0,,
2233-FAGXV,Q3,Stayed,No,0,,
5605-IYGFG,Q3,Stayed,No,0,,
7663-ZTEGJ,Q3,Stayed,No,0,,
3935-TBRZZ,Q3,Stayed,No,0,,
8111-BKVDS,Q3,Stayed,No,0,,
8734-DKSTZ,Q3,Stayed,No,0,,
4360-PNRQB,Q3,Stayed,No,0,,
6152-ONASV,Q3,Stayed,No,0,,
7781-HVGMK,Q3,Stayed,No,0,,
2181-UAESM,Q3,Joined,No,0,,
6048-NJXHX,Q3,Stayed,No,0,,
2320-SLKMB,Q3,Stayed,No,0,,
4980-URKXC,Q3,Stayed,No,0,,
4376-KFVRS,Q3,Stayed,No,0,,
5886-VLQVU,Q3,Stayed,No,0,,
3577-AMVUX,Q3,Joined,No,0,,
0771-WLCLA,Q3,Stayed,No,0,,
0206-TBWLC,Q3,Stayed,No,0,,
2937-FTHUR,Q3,Stayed,No,0,,
1910-FMXJM,Q3,Stayed,No,0,,
0732-OCQOC,Q3,Stayed,No,0,,
5168-MSWXT,Q3,Stayed,No,0,,
1090-ESELR,Q3,Stayed,No,0,,
8592-PLTMQ,Q3,Stayed,No,0,,
8847-GEOOQ,Q3,Stayed,No,0,,
4785-FCIFB,Q3,Stayed,No,0,,
8313-NDOIA,Q3,Stayed,No,0,,
5149-CUZUJ,Q3,Stayed,No,0,,
0942-KOWSM,Q3,Stayed,No,0,,
4237-CLSMM,Q3,Joined,No,0,,
1452-VOQCH,Q3,Joined,No,0,,
4719-UMSIY,Q3,Stayed,No,0,,
6614-VBEGU,Q3,Stayed,No,0,,
2996-XAUVF,Q3,Stayed,No,0,,
5968-XQIVE,Q3,Stayed,No,0,,
8896-RAZCR,Q3,Stayed,No,0,,
1304-BCCFO,Q3,Stayed,No,0,,
4104-PVRPS,Q3,Stayed,No,0,,
4431-EDMIQ,Q3,Stayed,No,0,,
0486-LGCCH,Q3,Stayed,No,0,,
5168-MQQCA,Q3,Stayed,No,0,,
7971-HLVXI,Q3,Stayed,No,0,,
9094-AZPHK,Q3,Stayed,No,0,,
3649-JPUGY,Q3,Stayed,No,0,,
4472-LVYGI,Q3,Stayed,No,0,,
3552-CTCYF,Q3,Stayed,No,0,,
6778-YSNIH,Q3,Joined,No,0,,
6579-JPICP,Q3,Joined,No,0,,
4134-BSXLX,Q3,Stayed,No,0,,
0505-SPOOW,Q3,Stayed,No,0,,
4374-YMUSQ,Q3,Stayed,No,0,,
3957-HHLMR,Q3,Stayed,No,0,,
7803-XOCCZ,Q3,Stayed,No,0,,
5736-YEJAX,Q3,Stayed,No,0,,
8981-FJGLA,Q3,Stayed,No,0,,
1135-LMECX,Q3,Joined,No,0,,
8535-SFUTN,Q3,Stayed,No,0,,
8677-HDZEE,Q3,Stayed,No,0,,
2475-MROZF,Q3,Stayed,No,0,,
3482-ABPKK,Q3,Stayed,No,0,,
7531-GQHME,Q3,Stayed,No,0,,
5174-ITUMV,Q3,Stayed,No,0,,
0913-XWSCN,Q3,Stayed,No,0,,
0750-EBAIU,Q3,Stayed,No,0,,
3571-DPYUH,Q3,Stayed,No,0,,
7601-GNDYK,Q3,Stayed,No,0,,
8067-NIOYM,Q3,Stayed,No,0,,
1403-GYAFU,Q3,Stayed,No,0,,
4234-XTNEA,Q3,Joined,No,0,,
5348-CAGXB,Q3,Stayed,No,0,,
0621-HJWXJ,Q3,Stayed,No,0,,
5844-QVTAT,Q3,Stayed,No,0,,
8905-IAZPF,Q3,Stayed,No,0,,
5394-MEITZ,Q3,Stayed,No,0,,
6859-QNXIQ,Q3,Stayed,No,0,,
2782-LFZVW,Q3,Stayed,No,0,,
2866-IKBTM,Q3,Joined,No,0,,
7129-AZJDE,Q3,Stayed,No,0,,
2560-PPCHE,Q3,Stayed,No,0,,
8138-EALND,Q3,Stayed,No,0,,
3580-HYCSP,Q3,Stayed,No,0,,
1352-HNSAW,Q3,Stayed,No,0,,
2075-PUEPR,Q3,Stayed,No,0,,
1982-FEBTD,Q3,Stayed,No,0,,
5791-KAJFD,Q3,Stayed,No,0,,
2654-VBVPB,Q3,Joined,No,0,,
1154-HYWWO,Q3,Stayed,No,0,,
2501-XWWTZ,Q3,Stayed,No,0,,
3716-UVSPD,Q3,Joined,No,0,,
6815-ABQFQ,Q3,Stayed,No,0,,
7343-EOBEU,Q3,Joined,No,0,,
3701-SFMUH,Q3,Stayed,No,0,,
6103-LIANB,Q3,Stayed,No,0,,
7319-VENRZ,Q3,Stayed,No,0,,
5846-NEQVZ,Q3,Stayed,No,0,,
6967-QIQRV,Q3,Stayed,No,0,,
5781-RFZRP,Q3,Stayed,No,0,,
0308-IVGOK,Q3,Stayed,No,0,,
7293-LSCDV,Q3,Stayed,No,0,,
5756-JYOJT,Q3,Stayed,No,0,,
9548-LIGTA,Q3,Stayed,No,0,,
5150-LJNSR,Q3,Stayed,No,0,,
8270-RKSAP,Q3,Stayed,No,0,,
2640-LYMOV,Q3,Joined,No,0,,
1423-BMPBQ,Q3,Joined,No,0,,
2393-DIVAI,Q3,Joined,No,0,,
4568-KNYWR,Q3,Stayed,No,0,,
8752-IMQOS,Q3,Stayed,No,0,,
0742-LAFQK,Q3,Stayed,No,0,,
0795-LAFGP,Q3,Stayed,No,0,,
0619-OLYUR,Q3,Stayed,No,0,,
5512-IDZEI,Q3,Stayed,No,0,,
0459-SPZHJ,Q3,Stayed,No,0,,
0215-BQKGS,Q3,Stayed,No,0,,
9244-ZVAPM,Q3,Joined,No,0,,
8208-EUMTE,Q3,Stayed,No,0,,
5172-MIGPM,Q3,Stayed,No,0,,
1710-RCXUS,Q3,Stayed,No,0,,
0374-FIUCA,Q3,Stayed,No,0,,
5839-SUYVZ,Q3,Stayed,No,0,,
5173-ZXXXL,Q3,Joined,No,0,,
1096-ADRUX,Q3,Stayed,No,0,,
2001-MCUUW,Q3,Stayed,No,0,,
2731-GJRDG,Q3,Stayed,No,0,,
4723-BEGSG,Q3,Stayed,No,0,,
6516-NKQBO,Q3,Stayed,No,0,,
8672-OAUPW,Q3,Stayed,No,0,,
8207-DMRVL,Q3,Stayed,No,0,,
2804-ETQDK,Q3,Stayed,No,0,,
7138-GIRSH,Q3,Stayed,No,0,,
9396-ZSFLL,Q3,Stayed,No,0,,
6464-KEXXH,Q3,Stayed,No,0,,
5240-CAOYT,Q3,Stayed,No,0,,
4059-IIEBK,Q3,Stayed,No,0,,
0516-UXRMT,Q3,Stayed,No,0,,
4851-BQDNX,Q3,Stayed,No,0,,
5148-HKFIR,Q3,Stayed,No,0,,
3003-CMDUU,Q3,Stayed,No,0,,
5016-IBERQ,Q3,Stayed,No,0,,
9931-KGHOA,Q3,Stayed,No,0,,
1775-KWJKQ,Q3,Stayed,No,0,,
7665-VIGUD,Q3,Stayed,No,0,,
9411-TPQQV,Q3,Stayed,No,0,,
7954-MLBUN,Q3,Stayed,No,0,,
2077-DDHJK,Q3,Stayed,No,0,,
9574-BOSMD,Q3,Stayed,No,0,,
8404-VLQFB,Q3,Stayed,No,0,,
2391-IPLOP,Q3,Stayed,No,0,,
5845-BZZIB,Q3,Stayed,No,0,,
1140-UKVZG,Q3,Stayed,No,0,,
5183-SNMJQ,Q3,Stayed,No,0,,
8100-PNJMH,Q3,Stayed,No,0,,
7838-LAZFO,Q3,Stayed,No,0,,
2085-JVGAD,Q3,Stayed,No,0,,
8095-WANWK,Q3,Stayed,No,0,,
3030-ZKIWL,Q3,Joined,No,0,,
9565-FLVCG,Q3,Stayed,No,0,,
8755-OGKNA,Q3,Stayed,No,0,,
2800-VEQXM,Q3,Joined,No,0,,
5533-RJFTJ,Q3,Stayed,No,0,,
0214-JHPFW,Q3,Stayed,No,0,,
5642-MHDQT,Q3,Stayed,No,0,,
3088-FVYWK,Q3,Stayed,No,0,,
9092-GDZKO,Q3,Stayed,No,0,,
2324-AALNO,Q3,Stayed,No,0,,
5760-IFJOZ,Q3,Joined,No,0,,
2826-UWHIS,Q3,Stayed,No,0,,
7501-IWUNG,Q3,Stayed,No,0,,
4957-TREIR,Q3,Joined,No,0,,
8040-MNRTF,Q3,Joined,No,0,,
1536-HBSWP,Q3,Joined,No,0,,
5313-FPXWG,Q3,Stayed,No,0,,
0946-FKYTX,Q3,Stayed,No,0,,
5076-YVXCM,Q3,Stayed,No,0,,
8262-COGGB,Q3,Joined,No,0,,
6663-JOCQO,Q3,Stayed,No,0,,
9620-QJREV,Q3,Stayed,No,0,,
2480-JZOSN,Q3,Joined,No,0,,
0078-XZMHT,Q3,Stayed,No,0,,
8338-QIUNR,Q3,Stayed,No,0,,
1525-LNLOJ,Q3,Stayed,No,0,,
9450-TRJUU,Q3,Stayed,No,0,,
1766-GKNMI,Q3,Stayed,No,0,,
6942-LBFDP,Q3,Joined,No,0,,
1456-TWCGB,Q3,Stayed,No,0,,
7596-ZYWBB,Q3,Stayed,No,0,,
3014-WJKSM,Q3,Stayed,No,0,,
3347-YJZZE,Q3,Stayed,No,0,,
7929-DMBCV,Q3,Stayed,No,0,,
9661-JALZV,Q3,Stayed,No,0,,
5433-KYGHE,Q3,Stayed,No,0,,
4312-KFRXN,Q3,Stayed,No,0,,
5575-TPIZQ,Q3,Stayed,No,0,,
0114-IGABW,Q3,Stayed,No,0,,
9944-AEXBM,Q3,Stayed,No,0,,
1853-ARAAQ,Q3,Stayed,No,0,,
4697-LUPSU,Q3,Joined,No,0,,
8434-VGEQQ,Q3,Stayed,No,0,,
4950-HKQTE,Q3,Stayed,No,0,,
6786-OBWQR,Q3,Stayed,No,0,,
2753-JMMCV,Q3,Stayed,No,0,,
6621-YOBKI,Q3,Stayed,No,0,,
1216-JWVUX,Q3,Stayed,No,0,,
7564-GHCVB,Q3,Stayed,No,0,,
1173-NOEYG,Q3,Stayed,No,0,,
7595-EHCDL,Q3,Stayed,No,0,,
6647-ZEDXT,Q3,Stayed,No,0,,
2521-NPUZR,Q3,Stayed,No,0,,
4381-MHQDC,Q3,Stayed,No,0,,
6923-JHPMP,Q3,Joined,No,0,,
4018-PPNDW,Q3,Stayed,No,0,,
1635-FJFCC,Q3,Stayed,No,0,,
6425-JWTDV,Q3,Stayed,No,0,,
8405-IGQFX,Q3,Stayed,No,0,,
8224-IVVPA,Q3,Stayed,No,0,,
9477-LGWQI,Q3,Stayed,No,0,,
1410-RSCMR,Q3,Stayed,No,0,,
3115-CZMZD,Q3,Stayed,No,0,,
0139-IVFJG,Q3,Joined,No,0,,
5730-DBDSI,Q3,Stayed,No,0,,
0030-FNXPP,Q3,Joined,No,0,,
5684-FJVYR,Q3,Stayed,No,0,,
4013-GUXND,Q3,Joined,No,0,,
1266-NZYUI,Q3,Stayed,No,0,,
7969-FFOWG,Q3,Stayed,No,0,,
4718-DHSMV,Q3,Stayed,No,0,,
5175-WLYXL,Q3,Stayed,No,0,,
7817-OMJNA,Q3,Stayed,No,0,,
8728-SKJLR,Q3,Stayed,No,0,,
3137-NYQQI,Q3,Stayed,No,0,,
7706-DZNKK,Q3,Stayed,No,0,,
8823-RLPWL,Q3,Stayed,No,0,,
9505-SQFSW,Q3,Joined,No,0,,
3758-CKOQL,Q3,Stayed,No,0,,
5676-CFLYY,Q3,Stayed,No,0,,
7521-AFHAB,Q3,Stayed,No,0,,
0285-INHLN,Q3,Stayed,No,0,,
5125-CNDSP,Q3,Stayed,No,0,,
4992-LTJNE,Q3,Stayed,No,0,,
2202-OUTMO,Q3,Stayed,No,0,,
0810-BDHAW,Q3,Stayed,No,0,,
0229-LFJAF,Q3,Stayed,No,0,,
7131-ZQZNK,Q3,Stayed,No,0,,
3442-ZHHCC,Q3,Stayed,No,0,,
5726-CVNYA,Q3,Stayed,No,0,,
9871-ELEYA,Q3,Stayed,No,0,,
4257-GAESD,Q3,Stayed,No,0,,
5173-WXOQV,Q3,Joined,No,0,,
2040-OBMLJ,Q3,Stayed,No,0,,
6286-ZHAOK,Q3,Stayed,No,0,,
3807-XHCJH,Q3,Joined,No,0,,
8859-AXJZP,Q3,Stayed,No,0,,
3174-AKMAS,Q3,Stayed,No,0,,
9926-PJHDQ,Q3,Stayed,No,0,,
7382-DFJTU,Q3,Stayed,No,0,,
2798-NYLMZ,Q3,Stayed,No,0,,
8098-TDCBU,Q3,Stayed,No,0,,
3551-GAEGL,Q3,Stayed,No,0,,
3196-NVXLZ,Q3,Stayed,No,0,,
0036-IHMOT,Q3,Stayed,No,0,,
4178-EGMON,Q3,Stayed,No,0,,
4220-TINQT,Q3,Stayed,No,0,,
5318-YKDPV,Q3,Stayed,No,0,,
7975-TZMLR,Q3,Stayed,No,0,,
0295-QVKPB,Q3,Stayed,No,0,,
4335-BSMJS,Q3,Stayed,No,0,,
9146-JRIOX,Q3,Stayed,No,0,,
5337-IIWKZ,Q3,Stayed,No,0,,
9650-VBUOG,Q3,Stayed,No,0,,
3487-EARAT,Q3,Stayed,No,0,,
2672-TGEFF,Q3,Stayed,No,0,,
8184-WMOFI,Q3,Stayed,No,0,,
6092-QZVPP,Q3,Stayed,No,0,,
4625-LAMOB,Q3,Stayed,No,0,,
0392-BZIUW,Q3,Stayed,No,0,,
6549-NNDYT,Q3,Stayed,No,0,,
0422-OHQHQ,Q3,Stayed,No,0,,
6916-HIJSE,Q3,Stayed,No,0,,
2316-ESMLS,Q3,Stayed,No,0,,
9778-OGKQZ,Q3,Stayed,No,0,,
7408-OFWXJ,Q3,Stayed,No,0,,
6007-TCTST,Q3,Stayed,No,0,,
2252-NKNSI,Q3,Stayed,No,0,,
8713-IGZSO,Q3,Joined,No,0,,
7905-TVXTA,Q3,Stayed,No,0,,
7695-PKLCZ,Q3,Stayed,No,0,,
8374-UULRV,Q3,Stayed,No,0,,
3224-DFQNQ,Q3,Stayed,No,0,,
5275-PMFUT,Q3,Stayed,No,0,,
4795-UXVCJ,Q3,Stayed,No,0,,
9777-IQHWP,Q3,Stayed,No,0,,
0979-MOZQI,Q3,Stayed,No,0,,
2732-ISEZX,Q3,Stayed,No,0,,
0323-XWWTN,Q3,Joined,No,0,,
1937-OTUKY,Q3,Stayed,No,0,,
1573-LGXBA,Q3,Stayed,No,0,,
1764-VUUMT,Q3,Stayed,No,0,,
4713-ZBURT,Q3,Stayed,No,0,,
3050-GBUSH,Q3,Joined,No,0,,
7876-AEHIG,Q3,Stayed,No,0,,
7945-HLKEA,Q3,Stayed,No,0,,
9342-VNIMQ,Q3,Stayed,No,0,,
3199-NPKCN,Q3,Stayed,No,0,,
5170-PTRKA,Q3,Stayed,No,0,,
4661-NJEUX,Q3,Joined,No,0,,
0048-LUMLS,Q3,Stayed,No,0,,
5898-IGSLP,Q3,Stayed,No,0,,
7997-EASSD,Q3,Stayed,No,0,,
0730-KOAVE,Q3,Stayed,No,0,,
8975-SKGRX,Q3,Stayed,No,0,,
0678-RLHVP,Q3,Stayed,No,0,,
2267-FPIMA,Q3,Stayed,No,0,,
1051-GEJLJ,Q3,Joined,No,0,,
5285-MVEHD,Q3,Stayed,No,0,,
0379-DJQHR,Q3,Stayed,No,0,,
5543-QDCRY,Q3,Stayed,No,0,,
0297-RBCSG,Q3,Stayed,No,0,,
4694-PHWFW,Q3,Stayed,No,0,,
0835-JKADZ,Q3,Stayed,No,0,,
3865-YIOTT,Q3,Stayed,No,0,,
5993-BQHEA,Q3,Stayed,No,0,,
6024-RUGGH,Q3,Stayed,No,0,,
4079-WWQQQ,Q3,Stayed,No,0,,
6103-BOCOU,Q3,Stayed,No,0,,
5149-TGWDZ,Q3,Stayed,No,0,,
7471-WNSUF,Q3,Stayed,No,0,,
8942-DBMHZ,Q3,Stayed,No,0,,
4301-VVZKA,Q3,Stayed,No,0,,
9199-PWQVC,Q3,Stayed,No,0,,
5393-HJZSM,Q3,Stayed,No,0,,
0862-PRCBS,Q3,Stayed,No,0,,
8812-ZRHFP,Q3,Stayed,No,0,,
5146-CBVOE,Q3,Stayed,No,0,,
0454-OKRCT,Q3,Stayed,No,0,,
5787-KXGIY,Q3,Stayed,No,0,,
4198-VFOEA,Q3,Stayed,No,0,,
5709-LVOEQ,Q3,Stayed,No,0,,
2692-AQCPF,Q3,Stayed,No,0,,
0347-UBKUZ,Q3,Stayed,No,0,,
0835-DUUIQ,Q3,Stayed,No,0,,
0811-GSDTP,Q3,Stayed,No,0,,
7567-ECMCM,Q3,Stayed,No,0,,
6115-ZTBFQ,Q3,Stayed,No,0,,
6353-BRMMA,Q3,Stayed,No,0,,
6231-WFGFH,Q3,Stayed,No,0,,
6169-PPETC,Q3,Stayed,No,0,,
8584-KMVXD,Q3,Stayed,No,0,,
8467-WYNSR,Q3,Stayed,No,0,,
0851-DFJKB,Q3,Stayed,No,0,,
5382-SOYZL,Q3,Stayed,No,0,,
3261-CQXOL,Q3,Stayed,No,0,,
8388-FYNPZ,Q3,Stayed,No,0,,
4002-BQWPQ,Q3,Stayed,No,0,,
5651-YLPRD,Q3,Stayed,No,0,,
4378-BZYFP,Q3,Stayed,No,0,,
7764-BDPEE,Q3,Joined,No,0,,
3429-IFLEM,Q3,Stayed,No,0,,
5002-GCQFH,Q3,Stayed,No,0,,
0556-FJEGU,Q3,Stayed,No,0,,
0604-THJFP,Q3,Stayed,No,0,,
5879-SESNB,Q3,Stayed,No,0,,
6461-PPAXN,Q3,Stayed,No,0,,
3318-ISQFQ,Q3,Stayed,No,0,,
1106-HRLKZ,Q3,Stayed,No,0,,
2483-XSSMZ,Q3,Stayed,No,0,,
8165-ZJRNM,Q3,Stayed,No,0,,
2604-XVDAM,Q3,Stayed,No,0,,
3717-OFRTN,Q3,Joined,No,0,,
9046-JBFWA,Q3,Stayed,No,0,,
3280-NMUVX,Q3,Stayed,No,0,,
1206-EHBDD,Q3,Stayed,No,0,,
8361-LBRDI,Q3,Stayed,No,0,,
4883-KCPZJ,Q3,Stayed,No,0,,
9108-EQPNQ,Q3,Stayed,No,0,,
7277-KAMWT,Q3,Stayed,No,0,,
2545-LXYVJ,Q3,Stayed,No,0,,
3234-VKACU,Q3,Joined,No,0,,
8120-JDCAM,Q3,Stayed,No,0,,
8917-FAEMR,Q3,Stayed,No,0,,
7047-YXDMZ,Q3,Stayed,No,0,,
0929-HYQEW,Q3,Joined,No,0,,
6614-YOLAC,Q3,Stayed,No,0,,
7426-RHZGU,Q3,Stayed,No,0,,
4065-JJAVA,Q3,Joined,No,0,,
7649-SIJJF,Q3,Stayed,No,0,,
9361-YNQWJ,Q3,Stayed,No,0,,
3748-FVMZZ,Q3,Stayed,No,0,,
9391-TTOYH,Q3,Stayed,No,0,,
1452-XRSJV,Q3,Stayed,No,0,,
3422-WJOYD,Q3,Stayed,No,0,,
7147-AYBAA,Q3,Stayed,No,0,,
6732-FZUGP,Q3,Stayed,No,0,,
8329-GWVPJ,Q3,Stayed,No,0,,
1352-VHKAJ,Q3,Stayed,No,0,,
2632-TACXW,Q3,Stayed,No,0,,
8146-QQKZH,Q3,Stayed,No,0,,
1767-CJKBA,Q3,Stayed,No,0,,
6445-TNRXS,Q3,Stayed,No,0,,
4581-LNWUM,Q3,Stayed,No,0,,
4869-EPIUS,Q3,Stayed,No,0,,
1915-OAKWD,Q3,Stayed,No,0,,
7296-PIXQY,Q3,Stayed,No,0,,
3354-OADJP,Q3,Stayed,No,0,,
3524-WQDSG,Q3,Stayed,No,0,,
0810-DHDBD,Q3,Stayed,No,0,,
4026-SKKHW,Q3,Joined,No,0,,
2829-HYVZP,Q3,Stayed,No,0,,
3845-JHAMY,Q3,Stayed,No,0,,
7013-PSXHK,Q3,Stayed,No,0,,
3486-NPGST,Q3,Stayed,No,0,,
6100-FJZDG,Q3,Stayed,No,0,,
1730-VFMWO,Q3,Stayed,No,0,,
7143-BQIBA,Q3,Stayed,No,0,,
3800-LYTRK,Q3,Stayed,No,0,,
9646-NMHXE,Q3,Stayed,No,0,,
7030-NJVDP,Q3,Stayed,No,0,,
7771-ZONAT,Q3,Stayed,No,0,,
2111-DWYHN,Q3,Joined,No,0,,
4194-WHFCB,Q3,Stayed,No,0,,
4121-AGSIN,Q3,Stayed,No,0,,
0455-XFASS,Q3,Joined,No,0,,
0301-KOBTQ,Q3,Stayed,No,0,,
4367-NUYAO,Q3,Stayed,No,0,,
9170-ARBTB,Q3,Stayed,No,0,,
7241-AJHFS,Q3,Stayed,No,0,,
4546-FOKWR,Q3,Stayed,No,0,,
9036-CSKBW,Q3,Stayed,No,0,,
5832-TRLPB,Q3,Stayed,No,0,,
8590-YFFQO,Q3,Stayed,No,0,,
8659-IOOPU,Q3,Stayed,No,0,,
1338-CECEE,Q3,Stayed,No,0,,
7439-DKZTW,Q3,Joined,No,0,,
4646-QZXTF,Q3,Stayed,No,0,,
9742-XOKTS,Q3,Stayed,No,0,,
6921-OZMFH,Q3,Stayed,No,0,,
9578-FOMUK,Q3,Stayed,No,0,,
4712-UYOOI,Q3,Stayed,No,0,,
7722-CVFXN,Q3,Stayed,No,0,,
8717-VCTXJ,Q3,Stayed,No,0,,
7363-QTBIW,Q3,Stayed,No,0,,
4159-NAAIX,Q3,Stayed,No,0,,
0971-QIFJK,Q3,Stayed,No,0,,
9397-TZSHA,Q3,Stayed,No,0,,
3391-JSQEW,Q3,Stayed,No,0,,
0343-QLUZP,Q3,Stayed,No,0,,
3312-UUMZW,Q3,Stayed,No,0,,
1271-UODNO,Q3,Stayed,No,0,,
8461-EFQYM,Q3,Stayed,No,0,,
6900-RBKER,Q3,Stayed,No,0,,
6891-JPYFF,Q3,Stayed,No,0,,
1459-QNFQT,Q3,Stayed,No,0,,
1047-NNCBF,Q3,Stayed,No,0,,
3696-XRIEN,Q3,Stayed,No,0,,
0074-HDKDG,Q3,Stayed,No,0,,
8791-GFXLZ,Q3,Stayed,No,0,,
9330-DHBFL,Q3,Stayed,No,0,,
0098-BOWSO,Q3,Stayed,No,0,,
5859-HZYLF,Q3,Stayed,No,0,,
3156-QLHBO,Q3,Joined,No,0,,
2208-NQBCT,Q3,Stayed,No,0,,
6621-NRZAK,Q3,Stayed,No,0,,
0831-JNISG,Q3,Stayed,No,0,,
0774-IFUVM,Q3,Stayed,No,0,,
9553-DLCLU,Q3,Stayed,No,0,,
1641-BYBTK,Q3,Stayed,No,0,,
2446-ZKVAF,Q3,Stayed,No,0,,
3522-CDKHF,Q3,Stayed,No,0,,
1430-SFQSA,Q3,Stayed,No,0,,
0411-EZJZE,Q3,Joined,No,0,,
8807-ARQET,Q3,Stayed,No,0,,
8992-CEUEN,Q3,Joined,No,0,,
4320-QMLLA,Q3,Stayed,No,0,,
8777-PVYGU,Q3,Stayed,No,0,,
8292-ITGYJ,Q3,Stayed,No,0,,
6870-ZWMNX,Q3,Stayed,No,0,,
0621-CXBKL,Q3,Stayed,No,0,,
5334-JLAXU,Q3,Stayed,No,0,,
9359-UGBTK,Q3,Stayed,No,0,,
6479-OAUSD,Q3,Stayed,No,0,,
7129-ACFOG,Q3,Stayed,No,0,,
4189-NAKJS,Q3,Stayed,No,0,,
5562-BETPV,Q3,Joined,No,0,,
9127-FHJBZ,Q3,Stayed,No,0,,
6994-ORCWG,Q3,Stayed,No,0,,
1346-UFHAX,Q3,Stayed,No,0,,
2933-XEUJM,Q3,Stayed,No,0,,
4835-YSJMR,Q3,Stayed,No,0,,
3164-YAXFY,Q3,Stayed,No,0,,
0887-WBJVH,Q3,Stayed,No,0,,
4660-IRIBM,Q3,Stayed,No,0,,
7670-ZBPOQ,Q3,Stayed,No,0,,
0080-OROZO,Q3,Stayed,No,0,,
3916-NRPAP,Q3,Joined,No,0,,
6807-SIWJI,Q3,Stayed,No,0,,
8221-HVAYI,Q3,Stayed,No,0,,
5232-NXPAY,Q3,Stayed,No,0,,
8967-SZQAS,Q3,Stayed,No,0,,
0455-ENTCR,Q3,Stayed,No,0,,
8944-AILEF,Q3,Stayed,No,0,,
5542-NKVRU,Q3,Stayed,No,0,,
7126-RBHSD,Q3,Stayed,No,0,,
5370-IIVVL,Q3,Stayed,No,0,,
6789-HJBWG,Q3,Stayed,No,0,,
9087-EYCPR,Q3,Stayed,No,0,,
6791-YBNAK,Q3,Stayed,No,0,,
6077-BDPXA,Q3,Joined,No,0,,
0013-MHZWF,Q3,Stayed,No,0,,
8268-YDIXR,Q3,Stayed,No,0,,
4291-SHSBH,Q3,Stayed,No,0,,
6980-IMXXE,Q3,Stayed,No,0,,
0040-HALCW,Q3,Stayed,No,0,,
0784-GTUUK,Q3,Stayed,No,0,,
2294-DMMUS,Q3,Stayed,No,0,,
0872-JCPIB,Q3,Stayed,No,0,,
3055-MJDSB,Q3,Stayed,No,0,,
9091-WTUUY,Q3,Stayed,No,0,,
7115-IRDHS,Q3,Stayed,No,0,,
8496-DMZUK,Q3,Stayed,No,0,,
2040-VZIKE,Q3,Stayed,No,0,,
9068-VPWQQ,Q3,Stayed,No,0,,
0178-SZBHO,Q3,Stayed,No,0,,
0384-RVBPI,Q3,Stayed,No,0,,
1299-AURJA,Q3,Stayed,No,0,,
4525-VZCZG,Q3,Stayed,No,0,,
2788-CJQAQ,Q3,Stayed,No,0,,
0319-QZTCO,Q3,Joined,No,0,,
2120-SMPEX,Q3,Stayed,No,0,,
0096-FCPUF,Q3,Stayed,No,0,,
0668-OGMHD,Q3,Stayed,No,0,,
9408-HRXRK,Q3,Stayed,No,0,,
5593-SUAOO,Q3,Stayed,No,0,,
6766-HFKLA,Q3,Stayed,No,0,,
7617-EYGLW,Q3,Joined,No,0,,
2226-ICFDO,Q3,Stayed,No,0,,
5529-GIBVH,Q3,Stayed,No,0,,
9992-UJOEL,Q3,Joined,No,0,,
4741-WWJQZ,Q3,Joined,No,0,,
6625-UTXEW,Q3,Stayed,No,0,,
6244-BESBM,Q3,Stayed,No,0,,
2612-PHGOX,Q3,Stayed,No,0,,
8480-PPONV,Q3,Stayed,No,0,,
8780-IHCRN,Q3,Stayed,No,0,,
4598-ZADCK,Q3,Stayed,No,0,,
1257-SXUXQ,Q3,Stayed,No,0,,
7182-OVLBJ,Q3,Stayed,No,0,,
5095-ETBRJ,Q3,Stayed,No,0,,
4821-WQOYN,Q3,Stayed,No,0,,
4730-AWNAU,Q3,Stayed,No,0,,
3452-FLHYD,Q3,Stayed,No,0,,
9531-NSBMR,Q3,Stayed,No,0,,
6260-ONULR,Q3,Joined,No,0,,
4389-UEFCZ,Q3,Stayed,No,0,,
8711-LOBKY,Q3,Stayed,No,0,,
8985-OOPOS,Q3,Joined,No,0,,
